truckid,driverid,rdate,miles,gas,mpg
A52,A52,12-Mar,12867,2695,4.774397032
A52,A52,12-Feb,11403,2304,4.94921875
A52,A52,12-Jan,11225,2656,4.22628012
A52,A52,11-Dec,11421,2476,4.612681745
A52,A52,11-Nov,14594,2931,4.97918799
A52,A52,11-Oct,10251,1837,5.580293958
A52,A52,11-Sep,12316,2641,4.663385081
A52,A52,11-Aug,14174,3087,4.591512796
A52,A52,11-Jul,11656,2422,4.81255161
A52,A52,11-Jun,10324,2854,3.617379117
A52,A52,11-May,13089,2854,4.586194814
A52,A52,11-Apr,12053,2854,4.223195515
A52,A52,11-Mar,11511,2854,4.033286615
A52,A52,11-Feb,12959,2854,4.540644709
A52,A52,11-Jan,12291,2854,4.306587246
A52,A52,10-Dec,12167,2854,4.263139453
A52,A52,10-Nov,14738,2854,5.163980378
A52,A52,10-Oct,15021,2854,5.263139453
A52,A52,10-Sep,13469,2854,4.719341275
A52,A52,10-Aug,15080,2854,5.283812193
A52,A52,10-Jul,15025,2854,5.264540995
A52,A52,10-Jun,13005,2854,4.556762439
A52,A52,10-May,12213,2854,4.279257183
A52,A52,10-Apr,13163,2854,4.612123336
A52,A52,10-Mar,10128,2854,3.548703574
A52,A52,10-Feb,13802,2854,4.836019622
A52,A52,10-Jan,14835,2854,5.197967765
A52,A52,9-Dec,11999,2854,4.204274702
A52,A52,9-Nov,12215,2854,4.279957954
A52,A52,9-Oct,13297,2854,4.659074982
A52,A52,9-Sep,12157,2854,4.259635599
A52,A52,9-Aug,13679,2854,4.792922214
A52,A52,9-Jul,10040,2854,3.517869657
A52,A52,9-Jun,10999,2854,3.853889278
A52,A52,9-May,9341,2854,3.272950245
A52,A52,9-Apr,13359,2854,4.680798879
A52,A52,9-Mar,14979,2854,5.248423266
A52,A52,9-Feb,12346,2854,4.325858444
A52,A52,9-Jan,14438,2854,5.058864751
A53,A53,13-Jun,9796,2049,4.780868716
A53,A53,13-May,12691,2532,5.012243286
A53,A53,13-Apr,10100,1914,5.276907001
A53,A53,13-Mar,13133,2646,4.963340892
A53,A53,13-Feb,14076,2687,5.23855601
A53,A53,13-Jan,10067,2036,4.944499018
A53,A53,12-Dec,15002,3022,4.964262078
A53,A53,12-Nov,11100,2059,5.390966489
A53,A53,12-Oct,12175,2479,4.911254538
A53,A53,12-Sep,9819,1772,5.541196388
A53,A53,12-Aug,9851,2126,4.633584196
A53,A53,12-Jul,8700,1641,5.301645338
A53,A53,12-Jun,14852,3019,4.919509771
A53,A53,12-May,14349,2892,4.961618257
A53,A53,12-Apr,10793,2303,4.686495875
A53,A53,12-Mar,13838,2689,5.146150985
A53,A53,12-Feb,10792,1924,5.609147609
A53,A53,12-Jan,12859,2552,5.038793103
A53,A53,11-Dec,13528,2580,5.243410853
A53,A53,11-Nov,11393,2149,5.301535598
A53,A53,11-Oct,10327,1979,5.218292067
A53,A53,11-Sep,13478,2723,4.949687844
A53,A53,11-Aug,12883,2712,4.750368732
A53,A53,11-Jul,11449,2219,5.15953132
A53,A53,11-Jun,10868,2744,3.960641399
A53,A53,11-May,15058,2744,5.487609329
A53,A53,11-Apr,8860,2744,3.228862974
A53,A53,11-Mar,9997,2744,3.643221574
A53,A53,11-Feb,10639,2744,3.877186589
A53,A53,11-Jan,13040,2744,4.752186589
A53,A53,10-Dec,11372,2744,4.144314869
A53,A53,10-Nov,12762,2744,4.650874636
A53,A53,10-Oct,9765,2744,3.558673469
A53,A53,10-Sep,15703,2744,5.722667638
A53,A53,10-Aug,10309,2744,3.756924198
A53,A53,10-Jul,14316,2744,5.217201166
A53,A53,10-Jun,10419,2744,3.797011662
A53,A53,10-May,12176,2744,4.437317784
A53,A53,10-Apr,11573,2744,4.217565598
A53,A53,10-Mar,10761,2744,3.92164723
A53,A53,10-Feb,8460,2744,3.083090379
A53,A53,10-Jan,13178,2744,4.802478134
A53,A53,9-Dec,14715,2744,5.362609329
A53,A53,9-Nov,12124,2744,4.418367347
A53,A53,9-Oct,11398,2744,4.153790087
A53,A53,9-Sep,11866,2744,4.324344023
A53,A53,9-Aug,11238,2744,4.09548105
A53,A53,9-Jul,12061,2744,4.395408163
A53,A53,9-Jun,14321,2744,5.219023324
A53,A53,9-May,11138,2744,4.059037901
A53,A53,9-Apr,12567,2744,4.579810496
A53,A53,9-Mar,11745,2744,4.280247813
A53,A53,9-Feb,12353,2744,4.501822157
A53,A53,9-Jan,12546,2744,4.572157434
A54,A54,13-Jun,14969,2760,5.423550725
A54,A54,13-May,14223,2732,5.206076135
A54,A54,13-Apr,9813,1724,5.69199536
A54,A54,13-Mar,10303,2016,5.110615079
A54,A54,13-Feb,12101,2678,4.51867065
A54,A54,13-Jan,15533,3430,4.528571429
A54,A54,12-Dec,14210,3014,4.714664897
A54,A54,12-Nov,14943,2935,5.091311755
A54,A54,12-Oct,10627,2011,5.284435604
A54,A54,12-Sep,10918,2053,5.318071115
A54,A54,12-Aug,12681,2476,5.121567044
A54,A54,12-Jul,13456,2613,5.149636433
A54,A54,12-Jun,13122,2802,4.683083512
A54,A54,12-May,9975,1741,5.729465824
A54,A54,12-Apr,14776,2597,5.689641894
A54,A54,12-Mar,13883,2789,4.97776981
A54,A54,12-Feb,12933,2637,4.90443686
A54,A54,12-Jan,10668,2200,4.849090909
A54,A54,11-Dec,13587,2753,4.935343262
A54,A54,11-Nov,9747,1889,5.159872949
A54,A54,11-Oct,15225,2915,5.222984563
A54,A54,11-Sep,9649,2136,4.517322097
A54,A54,11-Aug,12969,2713,4.780316992
A54,A54,11-Jul,12379,2207,5.608971454
A54,A54,11-Jun,9793,2224,4.403327338
A54,A54,11-May,11809,2224,5.309802158
A54,A54,11-Apr,13703,2224,6.161420863
A54,A54,11-Mar,10794,2224,4.853417266
A54,A54,11-Feb,9527,2224,4.283723022
A54,A54,11-Jan,13540,2224,6.088129496
A54,A54,10-Dec,10251,2224,4.60926259
A54,A54,10-Nov,11858,2224,5.331834532
A54,A54,10-Oct,11563,2224,5.199190647
A54,A54,10-Sep,14185,2224,6.378147482
A54,A54,10-Aug,9667,2224,4.346672662
A54,A54,10-Jul,8778,2224,3.946942446
A54,A54,10-Jun,13059,2224,5.871852518
A54,A54,10-May,12994,2224,5.842625899
A54,A54,10-Apr,10966,2224,4.930755396
A54,A54,10-Mar,14424,2224,6.485611511
A54,A54,10-Feb,11633,2224,5.230665468
A54,A54,10-Jan,12536,2224,5.636690647
A54,A54,9-Dec,11907,2224,5.353866906
A54,A54,9-Nov,11213,2224,5.041816547
A54,A54,9-Oct,13187,2224,5.929406475
A54,A54,9-Sep,11258,2224,5.06205036
A54,A54,9-Aug,12037,2224,5.412320144
A54,A54,9-Jul,11934,2224,5.366007194
A54,A54,9-Jun,11212,2224,5.041366906
A54,A54,9-May,9950,2224,4.473920863
A54,A54,9-Apr,11599,2224,5.215377698
A54,A54,9-Mar,8567,2224,3.852068345
A54,A54,9-Feb,9655,2224,4.341276978
A54,A54,9-Jan,9731,2224,4.37544964
A55,A55,13-Jun,11401,2217,5.142534957
A55,A55,13-May,9565,1803,5.305047144
A55,A55,13-Apr,10370,2329,4.452554745
A55,A55,13-Mar,12203,2472,4.936488673
A55,A55,13-Feb,12043,2379,5.062211013
A55,A55,13-Jan,13845,2727,5.077007701
A55,A55,12-Dec,9332,2110,4.422748815
A55,A55,12-Nov,12943,2231,5.801434334
A55,A55,12-Oct,11482,2043,5.620166422
A55,A55,12-Sep,12871,2929,4.394332537
A55,A55,12-Aug,13155,2393,5.497283744
A55,A55,12-Jul,8513,1713,4.9696439
A55,A55,12-Jun,9174,1800,5.096666667
A55,A55,12-May,14156,2866,4.939288207
A55,A55,12-Apr,11124,2292,4.853403141
A55,A55,12-Mar,13442,2422,5.549958712
A55,A55,12-Feb,9503,2041,4.656050955
A55,A55,12-Jan,12459,2521,4.942086474
A55,A55,11-Dec,12120,2376,5.101010101
A55,A55,11-Nov,13549,3131,4.327371447
A55,A55,11-Oct,9786,2001,4.890554723
A55,A55,11-Sep,11144,2160,5.159259259
A55,A55,11-Aug,15616,3152,4.954314721
A55,A55,11-Jul,13435,2994,4.487307949
A55,A55,11-Jun,9221,2478,3.721146086
A55,A55,11-May,15664,2478,6.321226796
A55,A55,11-Apr,12545,2478,5.062550444
A55,A55,11-Mar,8650,2478,3.490718321
A55,A55,11-Feb,14334,2478,5.784503632
A55,A55,11-Jan,13217,2478,5.333736885
A55,A55,10-Dec,8805,2478,3.553268765
A55,A55,10-Nov,12911,2478,5.210250202
A55,A55,10-Oct,12722,2478,5.133979015
A55,A55,10-Sep,12107,2478,4.885794996
A55,A55,10-Aug,10475,2478,4.227199354
A55,A55,10-Jul,9149,2478,3.692090395
A55,A55,10-Jun,13338,2478,5.382566586
A55,A55,10-May,15017,2478,6.060129136
A55,A55,10-Apr,13813,2478,5.57425343
A55,A55,10-Mar,13126,2478,5.297013721
A55,A55,10-Feb,10135,2478,4.089991929
A55,A55,10-Jan,12482,2478,5.037126715
A55,A55,9-Dec,14499,2478,5.851089588
A55,A55,9-Nov,10019,2478,4.043179984
A55,A55,9-Oct,8389,2478,3.385391445
A55,A55,9-Sep,12184,2478,4.916868442
A55,A55,9-Aug,13985,2478,5.643664245
A55,A55,9-Jul,11682,2478,4.714285714
A55,A55,9-Jun,10525,2478,4.247376917
A55,A55,9-May,12307,2478,4.966505246
A55,A55,9-Apr,11318,2478,4.567393059
A55,A55,9-Mar,14284,2478,5.764326069
A55,A55,9-Feb,11826,2478,4.772397094
A55,A55,9-Jan,10184,2478,4.10976594
A56,A56,13-Jun,14241,2790,5.104301075
A56,A56,13-May,12995,2412,5.387645108
A56,A56,13-Apr,9841,1735,5.67204611
A56,A56,13-Mar,11534,2041,5.651151396
A56,A56,13-Feb,12056,2427,4.967449526
A56,A56,13-Jan,12180,2049,5.944363104
A56,A56,12-Dec,14640,2928,5
A56,A56,12-Nov,11321,2442,4.635954136
A56,A56,12-Oct,10407,2306,4.51300954
A56,A56,12-Sep,11708,2311,5.066205106
A56,A56,12-Aug,9670,1962,4.928644241
A56,A56,12-Jul,8736,1909,4.576217915
A56,A56,12-Jun,10932,2226,4.911051213
A56,A56,12-May,15092,3138,4.80943276
A56,A56,12-Apr,10912,2054,5.312560857
A56,A56,12-Mar,14537,2722,5.340558413
A56,A56,12-Feb,14282,3164,4.513906448
A56,A56,12-Jan,8290,1680,4.93452381
A56,A56,11-Dec,11573,2441,4.741089717
A56,A56,11-Nov,10381,2301,4.511516732
A56,A56,11-Oct,13677,2911,4.698385435
A56,A56,11-Sep,13829,2805,4.930124777
A56,A56,11-Aug,13510,2314,5.838375108
A56,A56,11-Jul,12347,2543,4.855289029
A56,A56,11-Jun,10401,2689,3.867980662
A56,A56,11-May,15380,2689,5.719598364
A56,A56,11-Apr,11101,2689,4.128300483
A56,A56,11-Mar,14649,2689,5.447750093
A56,A56,11-Feb,12721,2689,4.730754927
A56,A56,11-Jan,10704,2689,3.980661956
A56,A56,10-Dec,12348,2689,4.592041651
A56,A56,10-Nov,10051,2689,3.737820751
A56,A56,10-Oct,11975,2689,4.453328375
A56,A56,10-Sep,11381,2689,4.232428412
A56,A56,10-Aug,9993,2689,3.716251395
A56,A56,10-Jul,13164,2689,4.895500186
A56,A56,10-Jun,10097,2689,3.754927482
A56,A56,10-May,14440,2689,5.370026032
A56,A56,10-Apr,10794,2689,4.014131647
A56,A56,10-Mar,14411,2689,5.359241354
A56,A56,10-Feb,12969,2689,4.822982521
A56,A56,10-Jan,13356,2689,4.966902194
A56,A56,9-Dec,13809,2689,5.135366307
A56,A56,9-Nov,14624,2689,5.438452956
A56,A56,9-Oct,13053,2689,4.8542209
A56,A56,9-Sep,10030,2689,3.730011157
A56,A56,9-Aug,11771,2689,4.377463741
A56,A56,9-Jul,9099,2689,3.383785794
A56,A56,9-Jun,8829,2689,3.28337672
A56,A56,9-May,11580,2689,4.306433618
A56,A56,9-Apr,14648,2689,5.447378208
A56,A56,9-Mar,14585,2689,5.423949424
A56,A56,9-Feb,14018,2689,5.213090368
A56,A56,9-Jan,10999,2689,4.090368167
A57,A57,13-Jun,9507,2193,4.335157319
A57,A57,13-May,11477,2412,4.758291874
A57,A57,13-Apr,9413,1578,5.965145754
A57,A57,13-Mar,14107,2524,5.589144216
A57,A57,13-Feb,11955,2227,5.368208352
A57,A57,13-Jan,9150,1753,5.219623503
A57,A57,12-Dec,12434,2220,5.600900901
A57,A57,12-Nov,9931,2197,4.520254893
A57,A57,12-Oct,11634,2391,4.86574655
A57,A57,12-Sep,13969,2852,4.897966339
A57,A57,12-Aug,13558,2623,5.168890583
A57,A57,12-Jul,12770,2669,4.784563507
A57,A57,12-Jun,11869,2469,4.807209397
A57,A57,12-May,13529,3039,4.451793353
A57,A57,12-Apr,8389,1499,5.596397598
A57,A57,12-Mar,14633,3120,4.690064103
A57,A57,12-Feb,13991,2873,4.869822485
A57,A57,12-Jan,8899,1817,4.897633462
A57,A57,11-Dec,10565,1961,5.387557369
A57,A57,11-Nov,13220,2720,4.860294118
A57,A57,11-Oct,9497,1776,5.34740991
A57,A57,11-Sep,15046,3214,4.681393902
A57,A57,11-Aug,12867,2425,5.305979381
A57,A57,11-Jul,10767,1893,5.687797147
A57,A57,11-Jun,13838,2716,5.094992636
A57,A57,11-May,12144,2716,4.471281296
A57,A57,11-Apr,11784,2716,4.338733432
A57,A57,11-Mar,15210,2716,5.600147275
A57,A57,11-Feb,11253,2716,4.143225331
A57,A57,11-Jan,10214,2716,3.760677467
A57,A57,10-Dec,9371,2716,3.450294551
A57,A57,10-Nov,14301,2716,5.265463918
A57,A57,10-Oct,12312,2716,4.533136966
A57,A57,10-Sep,11733,2716,4.319955817
A57,A57,10-Aug,14114,2716,5.196612666
A57,A57,10-Jul,11402,2716,4.19808542
A57,A57,10-Jun,9669,2716,3.560014728
A57,A57,10-May,13050,2716,4.804860088
A57,A57,10-Apr,13391,2716,4.930412371
A57,A57,10-Mar,11371,2716,4.186671576
A57,A57,10-Feb,11548,2716,4.251840943
A57,A57,10-Jan,13456,2716,4.954344624
A57,A57,9-Dec,12646,2716,4.656111929
A57,A57,9-Nov,11122,2716,4.094992636
A57,A57,9-Oct,10143,2716,3.734536082
A57,A57,9-Sep,12083,2716,4.448821797
A57,A57,9-Aug,12352,2716,4.547864507
A57,A57,9-Jul,13377,2716,4.925257732
A57,A57,9-Jun,14715,2716,5.417893962
A57,A57,9-May,11286,2716,4.155375552
A57,A57,9-Apr,13572,2716,4.997054492
A57,A57,9-Mar,12001,2716,4.418630339
A57,A57,9-Feb,13039,2716,4.800810015
A57,A57,9-Jan,9130,2716,3.361561119
A58,A58,13-Jun,10074,1826,5.516976999
A58,A58,13-May,10110,2174,4.650413983
A58,A58,13-Apr,15375,3178,4.837948395
A58,A58,13-Mar,13713,3218,4.261342449
A58,A58,13-Feb,8403,1737,4.837651123
A58,A58,13-Jan,12040,2799,4.301536263
A58,A58,12-Dec,9924,1982,5.007063572
A58,A58,12-Nov,12929,2800,4.6175
A58,A58,12-Oct,11623,2339,4.969217614
A58,A58,12-Sep,13078,2747,4.760829996
A58,A58,12-Aug,11445,2406,4.756857855
A58,A58,12-Jul,12750,2350,5.425531915
A58,A58,12-Jun,13726,2735,5.018647166
A58,A58,12-May,11468,2044,5.610567515
A58,A58,12-Apr,13834,2828,4.891796322
A58,A58,12-Mar,14534,2611,5.566449636
A58,A58,12-Feb,14201,3281,4.328253581
A58,A58,12-Jan,14310,2914,4.910775566
A58,A58,11-Dec,9961,2020,4.931188119
A58,A58,11-Nov,10755,2121,5.070721358
A58,A58,11-Oct,11641,2305,5.05032538
A58,A58,11-Sep,10773,2024,5.322628458
A58,A58,11-Aug,13769,2872,4.794220056
A58,A58,11-Jul,12857,2889,4.450328834
A58,A58,11-Jun,13335,3178,4.196035242
A58,A58,11-May,13237,3178,4.165198238
A58,A58,11-Apr,13898,3178,4.373190686
A58,A58,11-Mar,8786,3178,2.764631844
A58,A58,11-Feb,15172,3178,4.774071743
A58,A58,11-Jan,10986,3178,3.456891126
A58,A58,10-Dec,12990,3178,4.0874764
A58,A58,10-Nov,12386,3178,3.897419761
A58,A58,10-Oct,11264,3178,3.544367527
A58,A58,10-Sep,9252,3178,2.911264947
A58,A58,10-Aug,14056,3178,4.422907489
A58,A58,10-Jul,14867,3178,4.678099434
A58,A58,10-Jun,12564,3178,3.95342983
A58,A58,10-May,13318,3178,4.190685966
A58,A58,10-Apr,11380,3178,3.580868471
A58,A58,10-Mar,10650,3178,3.351164254
A58,A58,10-Feb,10684,3178,3.361862807
A58,A58,10-Jan,10213,3178,3.213656388
A58,A58,9-Dec,10699,3178,3.366582756
A58,A58,9-Nov,11556,3178,3.636249213
A58,A58,9-Oct,12978,3178,4.083700441
A58,A58,9-Sep,11418,3178,3.592825677
A58,A58,9-Aug,14413,3178,4.535242291
A58,A58,9-Jul,14309,3178,4.502517306
A58,A58,9-Jun,14513,3178,4.566708622
A58,A58,9-May,11380,3178,3.580868471
A58,A58,9-Apr,10747,3178,3.381686595
A58,A58,9-Mar,12885,3178,4.054436753
A58,A58,9-Feb,12622,3178,3.971680302
A58,A58,9-Jan,13218,3178,4.159219635
A59,A59,13-Jun,13739,2744,5.006924198
A59,A59,13-May,8690,1870,4.647058824
A59,A59,13-Apr,11870,2388,4.970686767
A59,A59,13-Mar,14729,2506,5.877494014
A59,A59,13-Feb,13051,2837,4.600281988
A59,A59,13-Jan,13932,2474,5.631366209
A59,A59,12-Dec,13745,2620,5.246183206
A59,A59,12-Nov,9135,2060,4.434466019
A59,A59,12-Oct,11680,2237,5.221278498
A59,A59,12-Sep,11341,2320,4.888362069
A59,A59,12-Aug,9439,1790,5.273184358
A59,A59,12-Jul,15264,2866,5.325889742
A59,A59,12-Jun,9711,2014,4.821747766
A59,A59,12-May,12540,2793,4.489795918
A59,A59,12-Apr,8905,2016,4.417162698
A59,A59,12-Mar,9636,2013,4.786885246
A59,A59,12-Feb,12937,2530,5.113438735
A59,A59,12-Jan,10671,2128,5.014567669
A59,A59,11-Dec,9980,2082,4.793467819
A59,A59,11-Nov,11466,2406,4.765586035
A59,A59,11-Oct,14592,2916,5.004115226
A59,A59,11-Sep,12546,2664,4.709459459
A59,A59,11-Aug,13949,2704,5.158653846
A59,A59,11-Jul,10589,2057,5.147788041
A59,A59,11-Jun,11022,1990,5.538693467
A59,A59,11-May,12095,1990,6.077889447
A59,A59,11-Apr,14026,1990,7.048241206
A59,A59,11-Mar,11193,1990,5.624623116
A59,A59,11-Feb,14604,1990,7.338693467
A59,A59,11-Jan,13971,1990,7.020603015
A59,A59,10-Dec,10291,1990,5.171356784
A59,A59,10-Nov,12205,1990,6.133165829
A59,A59,10-Oct,10003,1990,5.026633166
A59,A59,10-Sep,9729,1990,4.888944724
A59,A59,10-Aug,14419,1990,7.245728643
A59,A59,10-Jul,10755,1990,5.404522613
A59,A59,10-Jun,14514,1990,7.293467337
A59,A59,10-May,10006,1990,5.028140704
A59,A59,10-Apr,11329,1990,5.692964824
A59,A59,10-Mar,8767,1990,4.405527638
A59,A59,10-Feb,12579,1990,6.321105528
A59,A59,10-Jan,14346,1990,7.209045226
A59,A59,9-Dec,14119,1990,7.094974874
A59,A59,9-Nov,13978,1990,7.024120603
A59,A59,9-Oct,13893,1990,6.981407035
A59,A59,9-Sep,10901,1990,5.477889447
A59,A59,9-Aug,14331,1990,7.201507538
A59,A59,9-Jul,9894,1990,4.971859296
A59,A59,9-Jun,10399,1990,5.225628141
A59,A59,9-May,11330,1990,5.693467337
A59,A59,9-Apr,11388,1990,5.722613065
A59,A59,9-Mar,14545,1990,7.309045226
A59,A59,9-Feb,14458,1990,7.265326633
A59,A59,9-Jan,11760,1990,5.909547739
A60,A60,13-Jun,9834,1886,5.214209968
A60,A60,13-May,10745,2090,5.141148325
A60,A60,13-Apr,8915,1673,5.328750747
A60,A60,13-Mar,11858,2264,5.237632509
A60,A60,13-Feb,12866,2438,5.277276456
A60,A60,13-Jan,13646,2464,5.538149351
A60,A60,12-Dec,14254,3119,4.570054505
A60,A60,12-Nov,11929,2429,4.911074516
A60,A60,12-Oct,15339,3058,5.016023545
A60,A60,12-Sep,12866,2582,4.982958947
A60,A60,12-Aug,10078,2276,4.427943761
A60,A60,12-Jul,11153,2389,4.668480536
A60,A60,12-Jun,14207,2904,4.892217631
A60,A60,12-May,11854,2832,4.185734463
A60,A60,12-Apr,10125,2085,4.856115108
A60,A60,12-Mar,14451,2748,5.258733624
A60,A60,12-Feb,12391,2825,4.38619469
A60,A60,12-Jan,9553,1797,5.316082359
A60,A60,11-Dec,11714,2495,4.69498998
A60,A60,11-Nov,11096,2232,4.971326165
A60,A60,11-Oct,14751,2726,5.411225238
A60,A60,11-Sep,10413,2012,5.175447316
A60,A60,11-Aug,12883,2350,5.48212766
A60,A60,11-Jul,14099,2784,5.064295977
A60,A60,11-Jun,8987,1793,5.012269939
A60,A60,11-May,13971,1793,7.791968767
A60,A60,11-Apr,15532,1793,8.662576687
A60,A60,11-Mar,12733,1793,7.101505856
A60,A60,11-Feb,14326,1793,7.989960959
A60,A60,11-Jan,8706,1793,4.855549359
A60,A60,10-Dec,13122,1793,7.31846068
A60,A60,10-Nov,11817,1793,6.590630229
A60,A60,10-Oct,10111,1793,5.639152259
A60,A60,10-Sep,10256,1793,5.720022309
A60,A60,10-Aug,9954,1793,5.551589515
A60,A60,10-Jul,13352,1793,7.446737312
A60,A60,10-Jun,15118,1793,8.431678751
A60,A60,10-May,13735,1793,7.660345789
A60,A60,10-Apr,13269,1793,7.40044618
A60,A60,10-Mar,12045,1793,6.717791411
A60,A60,10-Feb,14893,1793,8.306190742
A60,A60,10-Jan,9583,1793,5.344673731
A60,A60,9-Dec,13718,1793,7.650864473
A60,A60,9-Nov,14846,1793,8.279977691
A60,A60,9-Oct,10795,1793,6.020635806
A60,A60,9-Sep,10752,1793,5.996653653
A60,A60,9-Aug,15125,1793,8.435582822
A60,A60,9-Jul,10451,1793,5.828778583
A60,A60,9-Jun,9643,1793,5.3781372
A60,A60,9-May,10120,1793,5.644171779
A60,A60,9-Apr,11019,1793,6.14556609
A60,A60,9-Mar,12868,1793,7.176798661
A60,A60,9-Feb,10698,1793,5.966536531
A60,A60,9-Jan,10465,1793,5.836586726
A61,A61,13-Jun,14092,3058,4.60824068
A61,A61,13-May,12606,2503,5.036356372
A61,A61,13-Apr,14154,3154,4.48763475
A61,A61,13-Mar,11324,2422,4.675474814
A61,A61,13-Feb,12463,2720,4.581985294
A61,A61,13-Jan,13118,3041,4.313712595
A61,A61,12-Dec,10776,2400,4.49
A61,A61,12-Nov,10972,2218,4.946798918
A61,A61,12-Oct,10494,2135,4.915222482
A61,A61,12-Sep,13859,2480,5.588306452
A61,A61,12-Aug,14274,2913,4.900102987
A61,A61,12-Jul,12348,2366,5.218934911
A61,A61,12-Jun,12017,2361,5.089792461
A61,A61,12-May,12769,2798,4.563616869
A61,A61,12-Apr,10097,2374,4.253159225
A61,A61,12-Mar,9870,1994,4.949849549
A61,A61,12-Feb,12978,2472,5.25
A61,A61,12-Jan,9217,1776,5.189752252
A61,A61,11-Dec,11882,2536,4.68533123
A61,A61,11-Nov,12237,2573,4.755926934
A61,A61,11-Oct,12390,2372,5.223440135
A61,A61,11-Sep,15268,3362,4.541344438
A61,A61,11-Aug,11789,2444,4.823649755
A61,A61,11-Jul,10134,2105,4.814251781
A61,A61,11-Jun,14208,1598,8.891113892
A61,A61,11-May,11043,1598,6.910513141
A61,A61,11-Apr,13797,1598,8.633917397
A61,A61,11-Mar,13261,1598,8.298498123
A61,A61,11-Feb,13842,1598,8.662077597
A61,A61,11-Jan,10369,1598,6.48873592
A61,A61,10-Dec,11390,1598,7.127659574
A61,A61,10-Nov,8703,1598,5.446182728
A61,A61,10-Oct,8929,1598,5.587609512
A61,A61,10-Sep,10297,1598,6.443679599
A61,A61,10-Aug,10133,1598,6.341051314
A61,A61,10-Jul,12402,1598,7.760951189
A61,A61,10-Jun,12306,1598,7.700876095
A61,A61,10-May,9038,1598,5.655819775
A61,A61,10-Apr,15087,1598,9.441176471
A61,A61,10-Mar,9864,1598,6.172715895
A61,A61,10-Feb,12544,1598,7.849812265
A61,A61,10-Jan,14870,1598,9.305381727
A61,A61,9-Dec,13389,1598,8.378598248
A61,A61,9-Nov,11480,1598,7.183979975
A61,A61,9-Oct,12192,1598,7.629536921
A61,A61,9-Sep,9672,1598,6.052565707
A61,A61,9-Aug,11624,1598,7.274092616
A61,A61,9-Jul,9415,1598,5.891739675
A61,A61,9-Jun,9829,1598,6.150813517
A61,A61,9-May,12668,1598,7.927409262
A61,A61,9-Apr,9883,1598,6.184605757
A61,A61,9-Mar,14559,1598,9.110763454
A61,A61,9-Feb,11975,1598,7.493742178
A61,A61,9-Jan,14357,1598,8.984355444
A62,A62,13-Jun,11441,2061,5.551188743
A62,A62,13-May,13643,2458,5.550447518
A62,A62,13-Apr,10129,1988,5.095070423
A62,A62,13-Mar,10083,2064,4.885174419
A62,A62,13-Feb,12069,2466,4.894160584
A62,A62,13-Jan,11059,2150,5.14372093
A62,A62,12-Dec,14810,2962,5
A62,A62,12-Nov,12592,2200,5.723636364
A62,A62,12-Oct,9809,2162,4.537002775
A62,A62,12-Sep,15425,3304,4.668583535
A62,A62,12-Aug,11230,2296,4.891114983
A62,A62,12-Jul,10386,2155,4.819489559
A62,A62,12-Jun,12270,2303,5.327833261
A62,A62,12-May,10897,2141,5.089677721
A62,A62,12-Apr,9671,1945,4.972236504
A62,A62,12-Mar,13308,2768,4.807803468
A62,A62,12-Feb,9178,1928,4.760373444
A62,A62,12-Jan,8882,2025,4.38617284
A62,A62,11-Dec,14793,2965,4.98920742
A62,A62,11-Nov,8685,1908,4.551886792
A62,A62,11-Oct,10143,1867,5.432779861
A62,A62,11-Sep,14278,3105,4.598389694
A62,A62,11-Aug,12803,2382,5.374895046
A62,A62,11-Jul,12259,2594,4.725905937
A62,A62,11-Jun,9561,1806,5.294019934
A62,A62,11-May,8458,1806,4.683277962
A62,A62,11-Apr,12043,1806,6.668327796
A62,A62,11-Mar,13071,1806,7.237541528
A62,A62,11-Feb,12888,1806,7.136212625
A62,A62,11-Jan,11849,1806,6.560908084
A62,A62,10-Dec,10130,1806,5.609080842
A62,A62,10-Nov,10099,1806,5.591915836
A62,A62,10-Oct,9999,1806,5.53654485
A62,A62,10-Sep,11877,1806,6.57641196
A62,A62,10-Aug,13327,1806,7.379291251
A62,A62,10-Jul,13421,1806,7.431339978
A62,A62,10-Jun,15713,1806,8.700442968
A62,A62,10-May,10222,1806,5.660022148
A62,A62,10-Apr,14009,1806,7.756921373
A62,A62,10-Mar,9116,1806,5.047619048
A62,A62,10-Feb,8786,1806,4.864894795
A62,A62,10-Jan,8777,1806,4.859911406
A62,A62,9-Dec,9890,1806,5.476190476
A62,A62,9-Nov,9830,1806,5.442967885
A62,A62,9-Oct,12770,1806,7.070874862
A62,A62,9-Sep,11477,1806,6.354928018
A62,A62,9-Aug,10522,1806,5.826135105
A62,A62,9-Jul,14934,1806,8.26910299
A62,A62,9-Jun,9697,1806,5.369324474
A62,A62,9-May,13598,1806,7.529346622
A62,A62,9-Apr,13391,1806,7.414728682
A62,A62,9-Mar,8689,1806,4.811184939
A62,A62,9-Feb,13652,1806,7.559246955
A62,A62,9-Jan,14614,1806,8.091915836
A63,A63,13-Jun,13364,2747,4.864943575
A63,A63,13-May,10325,2124,4.861111111
A63,A63,13-Apr,10789,2205,4.892970522
A63,A63,13-Mar,12599,2243,5.617030762
A63,A63,13-Feb,14505,2958,4.903651116
A63,A63,13-Jan,10656,2036,5.233791749
A63,A63,12-Dec,13326,2370,5.62278481
A63,A63,12-Nov,10804,1847,5.849485652
